UDI,Machine_Age_Years,Operating_Hours,Days_Since_Last_Maintenance,Maintenance_Count_Last_Year,Energy_Consumption_kWh,Vibration_Level_mm_s,Humidity_Percent,Ambient_Dust_Level_ug_m3,Maintenance_Cost_USD
437,4,5616,365,3,55.43,1.75,55.1,31.1,527.97
438,4,5967,339,3,54.59,2.25,51.0,38.2,527.04
439,4,5566,311,4,63.51,2.66,45.6,39.5,619.03
440,6,8803,345,1,54.01,1.81,50.8,15.7,298.34
441,5,9360,337,4,49.94,3.11,72.6,30.9,640.58
442,6,12293,256,5,58.29,2.96,44.2,39.6,831.93
443,7,8557,285,4,84.0,4.7,63.0,41.4,826.19
444,8,10503,289,3,57.44,3.45,51.3,40.5,763.8
445,6,9073,302,5,53.2,2.51,62.1,31.3,748.39
446,4,9099,274,1,52.38,3.15,57.5,5.0,286.35
447,8,12533,276,5,54.67,2.94,39.0,52.5,848.25
448,6,9444,262,5,74.99,2.53,57.0,36.9,814.31
449,9,15340,304,6,68.0,2.62,81.0,30.9,1092.99
450,8,14590,227,6,50.7,3.99,58.7,33.4,1135.95
451,7,12017,255,4,62.59,3.55,66.1,36.1,745.99
452,8,12156,209,6,60.18,3.54,58.6,39.8,1084.43
453,10,16410,227,5,51.11,2.91,64.5,28.9,893.14
454,11,16990,264,6,64.84,3.65,46.4,34.1,1046.5
455,8,13468,262,5,56.95,3.17,53.5,40.0,894.1
456,8,13151,240,4,76.05,4.25,65.6,31.4,1133.66
457,10,17797,281,7,70.65,4.06,50.8,25.8,1161.36
458,7,13410,282,2,63.96,4.03,67.9,27.7,535.32
459,9,17079,237,6,57.29,4.03,43.0,37.9,1120.81
460,8,16419,244,6,58.37,3.63,55.7,22.9,1043.23
461,9,16393,221,5,55.82,3.97,51.9,51.1,900.22
462,7,12770,247,4,57.54,4.62,86.7,43.5,815.58
463,6,13980,190,4,65.02,4.13,50.3,39.3,628.91
464,6,13208,277,5,45.07,5.53,60.0,32.7,878.01
465,7,17705,255,5,59.44,4.63,31.1,24.1,821.73
466,8,15555,183,4,67.46,3.71,41.0,29.3,899.61
467,9,17472,191,6,62.76,4.11,58.7,48.6,901.16
468,12,20551,225,8,50.21,3.94,51.8,37.7,1429.0
469,11,18856,200,7,49.76,2.92,52.1,41.7,1168.15
470,8,15107,224,5,40.11,4.36,51.1,33.7,1002.66
471,10,18471,193,7,65.19,5.44,52.8,38.7,1324.0
472,9,17837,244,7,63.43,4.63,34.5,37.0,937.35
473,10,20212,192,7,61.29,6.08,54.0,38.1,1115.72
474,11,20278,261,8,60.65,4.6,52.4,38.4,1493.16
475,11,19256,203,9,64.25,4.86,67.8,39.4,1506.62
476,10,18350,142,7,60.28,4.75,65.0,38.3,1301.02
477,12,19346,243,7,65.02,4.88,30.0,36.4,1318.26
478,9,20312,211,6,62.61,5.08,46.2,26.8,1096.02
479,11,19633,183,8,54.55,5.78,76.6,39.0,1498.88
480,15,26786,189,8,78.16,4.66,65.9,43.0,1440.83
481,12,22285,130,8,46.44,5.15,60.9,43.5,1395.77
482,14,24816,109,10,62.49,5.51,49.0,39.5,1656.43
483,12,21919,159,9,53.72,5.92,63.9,28.9,1587.17
484,13,22203,199,7,65.53,4.25,36.8,57.6,1229.28
485,12,20822,167,8,52.42,4.68,48.2,38.9,1532.32
486,12,24958,204,8,61.68,5.45,59.1,26.2,1386.52
487,11,21471,189,8,53.32,6.06,62.3,47.9,1451.15
488,13,25523,146,9,44.65,5.33,57.6,42.1,1525.91
489,11,23647,177,8,55.06,5.98,59.7,41.5,1480.78
490,13,23444,185,10,72.82,6.69,57.0,46.9,1838.74
491,14,26030,133,11,52.2,5.78,51.2,55.4,1956.16
492,13,24353,127,11,52.12,5.71,71.1,47.7,1751.76
493,12,21439,135,8,53.18,6.11,77.2,32.1,1585.97
494,14,25387,56,9,57.8,6.02,54.4,37.7,1709.13
495,12,24236,135,8,68.61,6.1,40.9,31.8,1376.46
496,14,25096,145,9,64.39,5.93,52.2,43.3,1667.89
497,11,21983,122,9,62.19,6.02,56.0,44.4,1673.67
498,13,24745,125,10,62.43,5.72,30.0,38.8,1630.42
499,11,25862,110,9,47.43,6.58,71.1,35.8,1427.58
500,11,20034,49,7,53.71,5.81,47.3,35.5,1267.11
501,15,28427,157,10,48.72,5.97,45.1,44.6,1659.92
502,15,27430,92,12,66.23,5.85,50.9,54.7,2050.88
503,13,24584,81,8,56.76,6.36,49.3,43.0,1553.03
504,1,783,365,2,58.85,1.01,55.7,30.2,297.07
505,1,2336,365,1,60.91,0.53,64.5,17.1,87.45
506,2,3757,365,0,61.2,1.02,70.3,23.6,170.79
507,7,9039,365,2,56.57,1.28,64.5,31.8,502.92
508,4,6889,318,1,70.09,0.5,43.7,29.7,201.0
509,3,6178,345,2,55.13,1.0,53.7,29.7,385.86
510,5,7990,365,2,58.61,2.33,56.3,29.6,560.46
511,2,2481,321,3,54.22,1.15,58.7,45.0,382.05
512,4,6532,309,2,53.3,1.9,60.9,39.7,560.03
513,4,6629,339,3,53.78,1.35,55.9,23.2,527.77
514,4,4747,337,3,62.29,1.75,54.0,38.3,532.74
515,6,6106,351,5,52.53,1.3,65.9,41.4,851.48
516,5,4316,288,2,42.4,0.8,53.4,19.2,384.64
517,6,8745,250,4,59.06,1.58,66.5,14.8,593.29
518,4,6777,352,1,73.72,2.07,64.8,29.5,475.59
519,6,7092,288,4,52.24,2.26,72.4,30.7,602.01
520,7,11724,300,5,46.92,2.05,57.6,14.0,1004.28
521,4,6918,249,3,52.87,1.66,72.3,28.8,692.94
522,4,8804,343,5,56.9,2.56,51.4,28.2,688.64
523,7,11026,320,5,63.69,1.79,59.1,28.9,941.87
524,5,6605,316,3,60.93,1.89,64.2,42.4,629.04
525,8,12582,313,5,62.73,1.78,42.9,34.0,989.26
526,5,9390,240,2,67.67,2.11,50.3,26.6,376.9
527,8,11254,269,4,68.96,2.23,47.0,35.8,761.26
528,6,7602,283,2,50.55,2.57,54.3,20.9,560.43
529,6,10050,271,4,55.2,1.82,48.6,24.5,556.05
530,8,10934,281,5,62.11,2.34,56.3,13.2,719.88
531,6,11806,294,5,43.67,2.22,54.1,34.9,850.41
532,5,8449,314,3,54.19,2.91,51.6,37.1,547.09
533,6,12937,237,3,63.24,2.9,56.8,34.0,615.74
534,7,8454,278,6,49.5,2.29,46.8,35.4,927.77
535,4,8332,298,0,54.23,3.1,44.7,27.1,238.5
536,8,15164,246,5,69.74,2.87,40.7,47.8,1004.85
537,6,9510,262,4,45.77,3.42,33.5,30.5,736.37
538,9,14296,279,6,65.85,2.75,46.8,44.9,947.76
539,4,8155,260,4,58.52,3.5,61.5,34.0,744.15
540,6,10269,276,4,48.95,3.71,52.6,20.7,544.32
541,5,10597,255,4,58.91,3.38,55.1,34.9,553.8
542,7,10777,240,4,66.06,4.45,50.1,24.7,835.93
543,8,13844,212,4,59.83,3.7,78.2,31.2,687.41
544,8,14874,252,5,52.15,4.38,57.0,34.2,846.35
545,8,14002,242,4,59.06,4.89,48.2,45.7,813.34
546,8,12960,206,5,40.48,2.86,42.3,29.9,1012.11
547,9,17295,250,7,44.7,4.33,75.6,40.3,1258.08
548,7,14535,269,6,54.89,4.06,38.2,21.2,1132.13
549,10,15613,207,8,72.61,4.0,45.5,38.2,1315.0
550,10,15324,203,7,58.19,3.59,45.5,35.8,1153.35
551,10,15927,199,7,58.48,3.53,54.6,49.8,1111.79
552,10,18263,169,8,66.32,3.5,59.3,33.7,1371.18
553,10,17948,278,7,55.56,5.19,55.8,27.2,1267.43
554,12,21255,200,10,54.22,4.39,50.6,40.2,1924.84
555,9,16116,184,5,71.42,3.55,38.2,32.7,1021.3
556,9,15443,170,7,55.46,3.82,77.3,39.6,1028.65
557,9,18343,189,5,62.9,3.41,58.2,48.3,1075.0
558,8,15025,177,6,60.08,5.07,61.8,33.0,955.5
559,8,16270,238,4,58.76,4.57,46.9,38.6,668.74
560,9,14955,155,5,53.38,4.85,51.4,36.9,1063.48
561,10,17715,144,6,81.26,4.65,69.1,43.7,1204.09
562,11,21374,204,8,56.53,5.17,30.0,33.9,1508.98
563,11,18921,181,8,53.48,4.58,64.2,41.5,1337.58
564,10,20107,175,9,56.93,4.97,52.0,47.3,1702.34
565,12,17878,196,8,53.82,5.01,60.0,37.6,1531.62
566,12,20761,177,9,56.38,4.42,75.0,42.3,1464.98
567,11,20368,166,8,53.87,4.76,49.3,41.2,1621.81
568,10,22174,121,8,54.98,5.05,30.0,27.9,1417.77
569,12,20341,110,8,44.8,5.44,41.9,49.5,1438.31
570,12,23191,136,9,50.66,6.02,55.2,39.2,1504.13
571,10,21505,121,6,63.47,5.46,74.8,39.3,798.54
572,12,21328,159,6,51.23,5.41,50.3,48.6,1276.48
573,12,21985,94,9,54.33,5.68,73.6,49.4,1497.98
574,11,21647,132,6,60.2,5.5,30.0,32.2,1136.45
575,13,21703,138,10,66.76,5.61,49.0,49.0,1710.19
576,10,19777,138,7,70.21,6.46,67.5,47.6,1153.71
577,15,28509,148,9,64.94,5.66,66.3,44.5,1731.75
578,15,27604,120,12,50.32,6.03,31.5,56.1,1955.87
579,13,24275,107,9,53.28,5.63,44.9,49.0,1439.74
580,14,25970,162,9,47.85,6.63,53.3,51.7,1646.51
581,10,22006,112,8,52.07,5.62,47.0,46.7,1301.94
582,12,24829,160,9,59.77,6.11,69.0,36.7,1364.12
583,13,24125,106,10,62.58,6.69,55.2,38.2,1597.14
584,12,26152,113,7,50.62,5.82,37.7,53.1,1336.73
585,15,29650,103,11,72.3,6.81,60.5,47.3,1933.98
586,15,28916,108,10,44.94,5.48,61.2,38.2,1939.13
587,12,23126,86,8,63.83,8.0,41.2,42.6,1557.45
588,13,24150,99,9,52.92,6.55,44.3,45.0,1643.94
589,15,27815,136,9,53.96,7.93,46.5,51.8,1609.46
590,15,28486,119,11,60.96,6.85,71.4,46.8,1865.4
591,13,23432,117,9,60.44,6.91,53.9,59.8,1643.79
592,15,29317,43,10,64.68,7.45,30.0,42.7,1899.34
593,15,30731,42,10,62.28,6.46,40.6,34.4,1854.43
594,1,2065,365,0,56.85,0.5,63.6,10.1,50.0
595,1,500,365,2,65.68,1.92,50.1,16.0,300.81
596,3,2723,341,0,65.14,1.48,40.3,29.7,94.29
597,3,4500,332,1,66.57,1.03,50.5,24.2,50.0
598,5,6355,365,2,64.24,1.35,66.8,32.6,418.74
599,4,6275,364,1,55.16,1.98,81.1,22.5,238.93
600,1,3003,365,1,54.4,1.44,54.3,25.2,239.54
601,5,8763,322,2,58.11,1.7,60.9,17.2,329.62
602,3,3117,317,0,51.82,2.69,53.8,27.1,50.0
603,6,8837,359,4,45.55,1.1,57.6,36.6,825.72
604,4,5650,320,4,86.12,4.03,43.9,20.5,547.93
605,4,6137,307,2,52.2,1.21,72.3,41.3,331.07
606,6,10072,296,3,48.95,2.66,49.5,16.8,649.68
607,6,10370,304,3,69.08,2.1,41.8,37.4,671.33
608,6,11098,343,3,54.75,1.66,45.8,38.5,739.65
609,3,6173,268,3,69.23,1.32,63.0,18.9,444.57
610,6,9060,330,4,53.82,1.95,46.6,34.4,690.23
611,4,6536,287,0,56.36,2.27,73.2,21.0,143.68
612,6,6803,300,5,54.07,2.8,62.7,34.2,779.71
613,3,7905,299,3,59.94,1.73,65.3,24.0,523.4
614,6,9102,295,4,47.62,1.91,50.0,31.8,687.08
615,5,9234,290,0,66.87,2.13,47.5,25.1,77.81
616,4,8428,282,3,53.31,2.06,55.4,23.2,343.32
617,7,9232,276,5,52.16,2.24,40.8,27.6,867.4
618,7,9940,327,5,63.49,2.15,60.7,39.0,942.06
619,5,11381,284,4,50.58,2.91,66.0,43.2,611.37
620,9,14521,274,6,59.97,2.58,46.7,56.0,949.39
621,6,9704,256,4,69.21,2.88,63.3,39.3,873.45
622,7,11720,259,6,71.5,3.1,58.1,33.8,964.56
623,7,13629,250,5,54.55,2.31,68.4,41.8,969.97
624,6,12336,288,4,38.03,3.37,74.7,34.6,825.26
625,8,11226,240,6,54.89,3.23,64.4,33.1,1191.03
626,7,14901,190,4,55.54,3.36,54.3,49.6,754.3
627,7,13989,256,4,60.22,3.23,69.5,41.7,617.04
628,10,16001,244,6,60.05,3.22,55.6,33.9,928.8
629,6,9732,232,5,65.66,3.43,51.8,39.6,813.48
630,4,10836,274,4,68.97,3.52,47.7,32.5,809.66
631,10,17260,162,7,67.58,2.93,56.2,32.4,1247.39
632,12,16848,289,7,53.38,4.36,67.1,44.5,1455.75
633,8,13977,271,5,67.27,3.28,42.6,35.4,822.85
634,6,16839,214,4,58.41,3.78,40.1,11.1,865.27
635,8,14665,217,6,58.55,4.38,40.4,24.6,1107.47
636,8,13617,243,4,46.73,3.68,67.3,44.6,813.04
637,9,14507,242,6,59.91,4.02,59.8,32.2,1173.89
638,7,16368,204,8,61.97,2.85,72.7,38.7,1183.12
639,10,18672,172,5,47.68,3.01,48.8,50.1,1046.28
640,10,19601,282,7,72.74,4.04,40.3,23.4,1155.47
641,7,14352,245,5,58.53,4.19,73.7,46.9,818.94
642,10,19596,217,7,62.01,4.73,46.2,38.6,1148.24
643,13,20133,215,7,71.32,4.63,63.1,49.1,1270.63
644,10,18184,225,7,50.73,3.5,39.0,55.5,1066.3
645,9,17306,225,6,43.14,5.01,57.2,45.7,1307.51
646,10,20374,134,5,56.17,3.9,53.0,38.6,879.78
647,11,20068,184,8,51.77,4.98,37.9,37.7,1503.34
648,8,15187,177,6,49.83,4.4,77.7,32.4,871.19
649,11,19911,184,6,56.9,6.03,44.3,37.5,1102.24
650,10,16325,206,6,58.02,4.5,43.8,50.1,1084.2
651,14,20294,125,8,47.53,4.84,47.1,52.3,1662.2
652,11,21512,136,6,57.35,5.0,30.0,43.7,1193.1
653,13,22193,154,9,66.5,4.85,51.1,44.2,1492.77
654,9,17653,176,7,52.57,4.53,47.2,43.8,1175.55
655,12,22981,194,8,51.58,6.18,66.9,28.9,1558.64
656,12,23921,216,8,54.99,4.82,58.8,58.9,1545.03
657,10,20317,156,7,52.17,4.85,39.8,37.9,1173.15
658,12,24942,186,8,83.78,5.2,47.2,36.4,1292.98
659,13,24094,180,7,58.62,5.4,80.9,55.2,1295.77
660,11,21483,172,8,69.27,5.01,44.1,51.0,1467.9
661,9,19081,153,6,61.49,5.88,64.9,37.4,904.48
662,12,20527,138,9,63.83,5.55,46.8,54.6,1542.67
663,11,22824,115,7,62.21,5.56,43.0,50.0,1158.08
664,12,19057,109,7,64.02,5.9,48.5,47.0,1271.39
665,12,21936,151,8,65.83,5.25,72.6,30.9,1491.13
666,10,20539,137,7,46.41,5.43,37.4,41.0,1233.53
667,10,19410,123,7,55.55,5.76,62.9,40.1,1309.53
668,13,23607,153,8,62.97,6.29,69.6,44.0,1602.47
669,12,25934,125,9,52.08,5.75,48.4,41.0,1933.05
670,9,21321,101,7,60.17,5.77,67.0,44.0,1290.76
671,14,24861,115,11,56.86,5.0,65.1,38.0,1940.19
672,14,25276,145,10,54.57,5.75,45.3,57.6,1694.47
673,12,21754,87,8,63.06,5.32,43.6,43.6,1529.44
674,11,23662,120,7,67.37,5.52,53.2,35.3,1436.42
675,4,4425,363,0,58.38,1.18,56.3,25.7,92.46
676,4,1940,340,2,60.7,2.71,50.6,29.6,343.97
677,7,8776,350,4,47.46,1.22,61.8,45.5,695.18
678,4,5908,306,1,57.14,1.42,45.7,33.7,147.7
679,4,6785,354,2,73.98,0.92,44.1,37.4,398.41
680,3,4165,306,2,68.82,0.85,55.0,25.5,225.2
681,5,6206,365,3,65.98,2.45,57.7,28.3,550.06
682,5,9879,338,4,55.45,1.1,70.7,44.9,711.99
683,6,8245,320,1,75.39,0.58,60.5,30.9,388.27
684,4,7139,365,3,51.02,1.82,63.5,23.6,470.42
685,4,5341,298,3,67.11,1.54,50.9,22.8,365.09
686,4,7275,304,2,50.77,2.1,50.9,30.4,521.87
687,6,6592,268,3,53.22,2.66,47.4,23.3,423.23
688,7,9417,359,4,59.0,2.13,57.2,35.5,771.75
689,4,4833,365,2,57.16,2.14,56.7,29.3,548.57
690,5,7163,260,2,69.03,2.48,56.2,34.7,449.18
691,6,11371,279,3,55.04,3.63,52.6,18.0,727.86
692,5,7602,300,2,58.79,3.54,54.5,14.0,490.98
693,7,12087,280,6,58.13,2.29,74.9,30.5,860.66
694,3,8576,292,2,62.59,2.97,58.3,24.9,491.15
695,5,8749,287,6,75.34,3.44,62.0,21.1,861.07
696,5,10371,300,4,63.19,2.95,60.6,19.1,637.14
697,3,7367,257,3,52.7,2.62,52.9,29.5,548.38
698,5,9280,288,2,62.38,2.48,61.4,27.5,345.21
699,5,10365,245,3,59.81,2.85,55.2,36.5,653.99
700,6,13290,264,4,52.13,2.28,40.0,21.0,762.16
701,9,13399,218,5,51.64,3.42,48.0,37.1,1125.45
702,7,10651,254,4,60.88,3.75,78.9,47.4,874.73
703,6,9453,247,4,68.4,2.9,69.0,29.6,699.5
704,7,13807,289,5,50.03,2.95,51.4,29.3,838.36
705,9,16634,253,4,50.89,2.77,63.1,45.3,766.82
706,6,10624,256,4,53.3,3.58,57.6,41.7,694.99
707,6,8316,249,5,64.89,3.39,75.9,26.9,749.81
708,9,14243,182,5,48.65,2.75,53.4,33.5,929.08
709,8,14967,184,5,60.24,4.98,57.7,42.9,793.47
710,9,15380,231,6,62.6,2.71,45.4,40.4,982.58
711,8,14686,245,3,54.7,2.96,53.4,38.6,816.76
712,10,16165,226,6,68.07,4.22,30.0,41.9,985.97
713,7,14961,205,7,58.1,4.13,58.1,33.6,977.14
714,9,16445,221,3,68.88,3.49,67.0,46.0,647.43
715,8,15700,216,6,62.89,3.51,75.3,47.1,1176.54
716,7,13949,247,6,64.0,4.18,60.8,25.8,905.89
717,7,14587,243,4,65.48,4.19,50.6,41.1,729.17
718,10,18313,198,7,54.54,3.77,45.1,39.6,1268.07
719,9,15123,211,7,50.97,4.67,49.3,27.7,1252.54
720,8,15965,218,4,72.4,4.51,35.8,28.6,788.97
721,9,17882,221,5,52.21,4.94,52.0,34.7,998.74
722,11,20918,255,7,60.53,4.3,40.3,50.5,1376.22
723,6,13899,202,6,54.91,4.78,47.8,23.7,831.03
724,8,14317,236,5,67.26,4.31,52.5,21.6,851.69
725,9,15883,162,6,70.82,4.77,59.0,35.9,995.83
726,12,20137,175,7,64.53,4.73,35.2,40.2,1282.91
727,11,19964,128,7,40.81,5.02,50.9,50.6,1403.99
728,12,20832,193,9,67.22,4.93,63.2,46.1,1657.23
729,9,15954,202,7,71.45,3.86,71.8,43.7,1191.37
730,9,16080,102,6,46.18,4.56,54.1,34.9,1160.39
731,12,18317,182,8,63.87,4.97,81.4,34.3,1651.62
732,11,15721,191,7,75.45,5.23,63.4,52.5,1155.31
733,12,21537,186,7,50.55,5.49,55.7,39.3,1253.5
734,11,24105,131,9,56.25,5.4,69.9,47.2,1492.86
735,12,24655,187,10,69.05,4.85,48.9,41.1,1717.61
736,12,20718,158,6,55.24,5.78,42.4,49.3,1251.56
737,13,23700,173,9,54.81,4.97,66.1,48.4,1493.8
738,13,21368,149,10,56.75,6.06,61.4,47.0,1737.89
739,10,18222,158,6,68.38,6.21,67.5,43.3,1204.58
740,9,17284,177,6,54.97,5.59,67.3,36.1,957.97
741,14,24832,136,9,57.18,5.33,79.1,34.4,1655.01
742,14,25031,147,11,54.43,5.38,37.6,50.3,1818.61
743,11,22174,173,10,51.43,5.23,50.7,51.2,1495.65
744,10,21680,129,6,65.81,5.36,51.5,39.6,1218.14
745,13,23870,97,7,49.92,5.78,69.0,43.5,1406.58
746,14,25719,149,10,68.57,5.65,59.5,50.1,1670.17
747,15,25314,169,11,79.47,7.17,69.0,57.8,2011.63
748,14,23828,162,11,59.75,5.78,58.4,45.8,2091.99
749,13,22487,143,8,61.33,6.12,54.8,34.0,1490.59
750,12,24734,45,9,48.8,6.03,63.2,45.3,1421.76
751,14,25743,94,9,51.59,5.8,58.1,50.9,1609.88
752,13,22333,93,10,54.34,5.1,59.7,47.4,1525.99
753,12,23980,108,9,60.72,6.95,62.8,40.0,1547.99
754,15,25892,155,12,56.77,6.41,60.2,52.7,2001.58
755,15,30346,70,11,58.3,6.64,66.8,48.2,1998.18
756,15,27122,166,10,66.75,6.64,55.6,46.5,1740.21
757,13,26837,81,9,58.96,6.92,57.0,43.7,1689.54
758,15,29938,67,10,63.62,6.85,43.0,51.4,1719.96
759,15,26963,113,9,61.75,6.82,66.8,52.2,1668.09
760,15,28599,113,12,61.52,7.21,75.5,45.9,1899.37
761,15,29450,101,12,56.41,7.39,33.4,51.6,1933.18
762,15,28883,56,10,51.12,7.64,62.7,53.1,1878.37
763,4,5342,365,3,73.57,0.58,53.2,32.5,627.03
764,4,2941,330,4,60.35,1.2,52.8,31.9,574.59
765,4,5856,335,3,60.91,0.5,62.5,38.4,571.92
766,1,786,354,0,73.56,0.93,54.6,27.5,117.97
767,4,5729,330,2,58.05,1.13,59.7,44.0,293.22
768,3,5475,365,0,47.68,1.65,50.7,34.3,165.14
769,2,3988,332,2,53.95,1.27,73.1,32.0,321.22
770,6,8398,340,4,60.43,1.71,52.2,22.2,755.07
771,6,8928,318,4,76.87,1.25,45.9,38.1,707.88
772,6,9088,365,4,74.57,1.19,59.2,38.8,506.92
773,5,9323,316,3,66.91,1.2,45.0,29.6,576.72
774,6,8454,364,2,61.58,2.07,57.8,15.6,463.41
775,5,7641,360,3,65.46,1.59,74.8,11.4,526.73
776,5,8883,312,2,64.11,0.61,54.5,27.8,275.8
777,3,4439,324,2,63.43,2.19,38.7,21.7,460.11
778,5,5662,306,2,57.64,1.46,50.0,18.1,444.07
779,5,8495,335,4,48.36,2.07,64.7,33.1,477.73
780,3,5136,310,3,49.71,1.46,56.3,16.9,616.06
781,5,6124,301,3,65.4,2.08,63.4,16.7,602.64
782,5,8821,311,3,57.64,0.71,47.4,46.5,652.15
783,8,13907,260,6,46.12,2.18,50.1,40.0,1010.33
784,7,8205,303,6,53.6,1.81,62.6,30.6,998.68
785,6,11208,318,4,48.5,1.74,74.3,20.7,826.46
786,6,5959,301,4,71.28,2.81,50.4,24.9,763.52
787,6,9300,322,5,56.45,2.44,55.4,27.0,826.18
788,6,12751,279,4,63.49,2.43,68.2,27.7,656.2
789,5,8388,274,1,68.11,2.24,56.6,27.4,63.87
790,6,10350,251,3,47.99,3.12,62.7,22.6,691.4
791,5,10294,269,4,72.3,2.53,46.1,23.0,774.42
792,5,6665,338,3,51.82,3.54,55.0,16.3,634.65
793,7,11838,284,6,65.49,3.46,47.5,18.2,1114.18
794,7,11916,256,6,56.62,3.61,34.8,21.7,907.36
795,4,11148,240,2,53.87,3.46,44.4,23.1,365.44
796,7,10326,216,4,63.45,2.8,60.4,31.5,712.44
797,9,14098,237,5,52.14,3.18,61.6,41.7,764.3
798,9,13412,281,5,60.1,3.12,64.2,41.3,900.28
799,9,13343,243,7,47.45,3.69,61.1,43.0,1217.02
800,8,15521,223,4,54.99,3.34,52.3,33.6,904.79
801,7,12805,223,5,49.5,3.3,33.0,39.2,931.92
802,6,10867,264,6,67.93,4.33,41.3,14.9,897.11
803,9,14613,240,7,60.17,3.39,68.3,42.8,1295.7
804,9,14635,221,6,59.6,3.29,44.9,37.7,1110.7
805,10,16194,225,6,57.92,3.52,54.1,47.7,956.84
806,10,15143,297,8,60.57,4.34,55.8,18.6,1380.98
807,9,15587,264,6,70.65,3.97,38.4,45.3,1161.55
808,7,13171,267,6,40.05,4.18,59.0,21.0,1056.44
809,9,15063,168,6,56.34,4.12,73.3,47.0,965.64
810,9,16523,214,4,65.94,2.95,54.8,31.3,748.97
811,9,16740,197,6,63.41,3.57,51.8,41.3,1290.37
812,8,14435,230,5,57.56,4.01,41.1,35.3,832.94
813,10,17544,243,6,61.03,4.36,51.7,48.1,1129.29
814,9,19888,219,5,60.55,3.76,61.5,39.2,711.29
815,9,19921,180,7,66.77,3.79,54.9,50.6,1334.83
816,10,16494,183,7,54.76,4.22,49.7,34.2,1322.8
817,9,15638,218,6,60.07,5.11,67.1,29.7,1256.53
818,10,16711,219,6,69.26,3.42,51.9,34.8,1018.44
819,11,21176,199,6,73.18,3.22,49.9,47.1,1285.74
820,8,15482,196,6,58.39,5.47,56.7,41.4,939.7
821,10,18930,191,8,55.77,3.88,70.7,29.7,1518.76
822,13,25255,195,10,57.71,4.5,53.1,39.2,1482.73
823,9,17534,206,6,66.5,4.0,44.4,40.3,1188.1
824,7,16344,200,7,53.34,4.67,61.5,44.0,1127.53
825,8,17401,179,6,59.26,4.83,51.0,30.4,1111.97
826,11,19428,174,6,56.29,5.76,61.7,30.6,1220.18
827,11,21989,170,6,50.32,5.36,30.4,50.0,1209.58
828,11,19215,147,6,53.86,4.41,55.4,28.0,1407.06
829,13,24990,144,9,59.81,4.15,52.0,50.3,1787.9
830,7,14989,182,5,58.28,5.4,43.5,16.7,942.3
831,12,21243,142,7,53.17,4.94,40.4,43.0,1345.65
832,14,22817,185,8,68.27,4.89,51.6,45.2,1673.37
833,10,18399,156,6,46.3,5.92,42.2,33.7,1280.61
834,11,20435,180,7,43.15,4.5,30.0,53.5,1296.7
835,11,17518,172,9,61.05,5.24,40.9,41.3,1531.81
836,11,21040,172,10,52.2,5.87,40.4,40.7,1549.85
837,12,21963,129,10,58.86,5.03,55.4,41.9,1717.19
838,14,26400,153,10,63.99,6.32,40.7,41.9,1787.95
839,15,27139,160,9,60.87,5.22,55.0,64.6,1784.24
840,12,22069,86,8,69.91,5.81,43.6,41.0,1626.99
841,15,26177,180,11,61.85,5.58,64.4,64.8,2049.44
842,13,24203,194,9,62.82,4.6,59.5,39.4,1711.4
843,15,29274,152,10,54.59,5.81,51.4,50.1,1783.25
844,13,23547,144,11,66.21,6.5,56.7,42.2,1805.29
845,13,23790,135,9,64.5,5.63,61.9,39.6,1680.75
846,14,24467,106,12,62.13,5.89,55.7,46.5,2064.08
847,15,25227,110,9,63.79,5.99,56.7,63.3,1755.97
848,15,28046,138,11,48.83,8.59,30.0,60.3,1827.59
849,13,25579,78,10,67.27,6.2,48.8,46.2,1627.0
850,4,6724,333,1,52.96,1.01,45.7,17.1,233.92
851,3,5387,347,2,56.09,1.14,67.6,28.6,436.7
852,3,7511,365,3,65.9,0.91,50.3,21.8,484.88
853,5,6339,327,5,70.89,2.09,46.9,22.3,958.02
854,4,4994,343,3,60.88,0.81,62.0,33.1,422.81
855,4,3525,344,0,51.2,1.73,36.8,17.8,64.14
856,4,6655,313,3,49.98,2.09,54.0,28.8,501.73
857,5,7078,268,3,49.02,1.43,31.3,33.6,508.13
858,5,7967,308,3,59.22,1.58,46.4,35.3,481.26
859,1,616,343,1,53.54,1.89,49.4,11.7,170.12
860,5,7787,346,2,66.09,1.51,72.5,43.4,453.56
861,3,5393,340,2,55.12,0.88,53.2,28.1,235.49
862,3,5519,338,3,50.93,1.83,44.3,25.8,422.04
863,5,6820,297,4,47.3,2.85,53.4,19.2,753.03
864,5,9854,285,2,67.27,2.43,72.3,23.2,414.02
865,4,10035,319,2,48.64,2.24,30.3,24.9,318.81
866,7,9029,297,3,66.86,2.65,64.3,33.5,604.85
867,4,8266,329,5,51.24,2.25,59.6,30.5,638.26
868,5,4158,310,4,54.65,2.39,53.6,26.9,858.68
869,5,9703,332,1,64.1,2.28,51.3,41.3,409.07
870,6,7230,275,4,67.53,2.81,72.2,28.7,965.96
871,7,10538,319,4,72.15,2.36,63.6,35.3,770.18
872,5,7045,346,3,67.53,2.52,42.5,38.9,525.19
873,8,12382,284,6,68.71,3.16,55.3,31.4,953.98
874,7,12898,294,5,46.86,2.7,69.9,22.8,925.85
875,4,5344,248,3,50.22,3.13,61.5,24.4,475.23
876,4,7681,301,2,60.9,3.22,58.1,35.1,304.02
877,7,11185,304,4,46.39,2.94,39.4,34.3,892.41
