UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Machine_Age_Years,Operating_Hours,Days_Since_Last_Maintenance,Maintenance_Count_Last_Year,Energy_Consumption_kWh,Vibration_Level_mm_s,Humidity_Percent,Ambient_Dust_Level_ug_m3,Maintenance_Cost_USD
205,L47384,L,298.4,308.5,1741,32.8,112,0,0,0,0,0,0,6,14888,258,5,48.27,3.87,37.1,32.3,831.46
206,M15065,M,298.5,308.6,1344,53.0,114,0,0,0,0,0,0,9,14727,212,6,71.59,3.7,51.3,37.1,1023.98
207,L47386,L,298.5,308.7,1609,35.3,117,0,0,0,0,0,0,8,14495,236,6,62.86,3.06,56.6,34.0,1113.49
208,M15067,M,298.4,308.7,1421,60.7,119,1,0,0,1,0,0,7,16216,213,5,79.39,5.48,73.6,28.7,794.59
209,L47388,L,298.4,308.6,1591,36.7,122,0,0,0,0,0,0,8,14877,158,6,54.38,3.96,77.3,37.4,1298.74
210,L47389,L,298.4,308.6,1477,44.0,124,0,0,0,0,0,0,9,16135,229,6,65.45,3.92,53.4,41.9,1135.05
211,L47390,L,298.4,308.7,1523,36.1,126,0,0,0,0,0,0,11,17028,175,7,61.82,4.47,41.7,40.2,1245.02
212,L47391,L,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,7,11708,221,5,59.97,4.48,56.7,38.5,782.34
213,H29626,H,298.4,308.7,1344,52.9,130,0,0,0,0,0,0,10,17600,163,6,72.9,3.97,57.1,43.3,1088.95
214,L47393,L,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,9,17419,181,6,53.24,3.9,69.2,41.1,1059.18
215,M15074,M,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,9,17423,188,8,59.22,4.8,49.7,35.7,1292.86
216,L47395,L,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,12,19978,233,7,62.72,4.59,43.1,41.0,1270.48
217,L47396,L,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,11,19620,179,9,62.15,4.24,54.9,45.0,1437.71
218,L47397,L,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,12,18124,160,7,55.98,4.03,50.9,34.4,1410.69
219,L47398,L,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,10,19260,201,8,63.75,4.31,50.6,63.2,1501.3
220,M15079,M,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,9,17702,181,8,53.95,4.9,44.6,17.9,1233.78
221,L47400,L,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,10,21755,208,7,71.46,5.62,39.9,35.5,1235.06
222,H29635,H,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,11,20096,151,7,51.67,4.72,62.3,46.1,1100.08
223,L47402,L,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,11,18896,182,7,64.57,4.53,58.2,47.8,1225.43
224,L47403,L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,9,17924,247,6,62.21,6.08,45.4,31.2,1276.93
225,L47404,L,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,11,19998,163,8,45.69,4.86,64.8,36.8,1519.98
226,L47405,L,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,12,22432,174,8,76.39,4.7,32.9,44.4,1501.89
227,L47406,L,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,15,25510,116,9,68.29,4.95,50.1,39.1,1564.37
228,L47407,L,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,14,22470,138,11,54.64,4.97,57.6,38.4,1810.31
229,M15088,M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,10,17196,175,7,53.28,5.89,68.3,47.0,1188.4
230,L47409,L,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,11,21379,148,7,53.03,4.49,48.3,48.5,1382.16
231,L47410,L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,10,21950,173,8,56.3,5.67,68.5,40.1,1490.12
232,L47411,L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,11,21284,165,9,61.62,5.42,47.2,48.2,1520.87
233,L47412,L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,12,23675,111,10,61.07,5.2,64.9,44.7,1770.89
234,L47413,L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,14,26464,178,11,57.14,5.36,75.2,41.8,1807.34
235,L47414,L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,11,21835,108,8,58.75,5.45,43.0,32.7,1433.07
236,M15095,M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,11,20303,120,8,61.61,5.67,56.8,47.0,1505.95
237,L47416,L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,9,19553,146,5,65.81,5.47,61.5,32.6,1120.61
238,M15097,M,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,12,24761,184,7,52.16,5.72,40.1,50.5,1205.17
239,L47418,L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,11,22680,103,8,66.46,5.44,60.2,39.6,1546.33
240,L47419,L,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,12,24297,135,7,56.57,6.97,48.2,54.4,1562.46
241,M15100,M,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,12,22571,133,7,67.9,6.43,44.9,36.3,1179.55
242,L47421,L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,13,24296,145,9,41.76,6.24,49.9,36.9,1443.23
243,L47422,L,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,10,20912,158,8,77.46,7.83,49.0,41.6,1524.77
244,L47423,L,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,11,22303,108,8,58.29,6.51,64.6,39.2,1364.67
245,M15104,M,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,15,29022,148,11,66.12,6.3,55.0,51.2,1904.78
246,M15105,M,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,12,20284,154,9,47.69,6.28,82.7,43.4,1685.73
247,L47426,L,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,12,23986,164,10,57.9,6.03,48.6,39.9,1598.66
248,L47427,L,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,15,27511,123,12,60.88,6.49,60.7,47.9,2074.45
249,L47428,L,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,15,25663,111,12,76.05,9.24,53.2,32.5,1911.44
250,L47429,L,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,12,25218,89,9,70.58,8.49,39.7,55.9,1655.21
251,L47430,L,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,2,1313,321,1,51.95,0.87,74.1,18.9,294.69
252,M15111,M,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,4,4354,354,2,62.39,1.1,56.4,31.5,426.1
253,L47432,L,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,6,10198,362,5,51.15,1.15,45.6,15.4,850.26
254,L47433,L,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,2,4230,353,0,72.73,0.9,59.8,16.9,87.58
255,L47434,L,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,3,4867,365,3,57.75,0.85,67.4,28.0,471.89
256,L47435,L,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,5,7066,308,2,55.86,1.67,44.8,44.5,441.64
257,L47436,L,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,4,5138,344,2,74.67,1.93,55.6,31.5,496.22
258,L47437,L,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,3,7274,365,1,50.86,2.51,67.5,30.4,70.47
259,L47438,L,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,4,6768,365,1,61.32,1.65,57.0,24.0,472.47
260,M15119,M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,2,2131,361,1,74.34,3.53,61.7,23.8,227.77
261,M15120,M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,4,3690,350,4,65.18,2.0,51.8,26.3,874.21
262,L47441,L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,4,6775,324,2,53.45,1.17,36.1,30.4,434.13
263,M15122,M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,5,7131,280,4,57.87,2.0,52.0,39.8,690.04
264,M15123,M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,4,4007,343,2,57.87,2.27,48.3,25.1,471.63
265,L47444,L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,5,8128,252,2,71.55,2.34,53.7,30.1,324.04
266,L47445,L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,6,8371,313,4,55.36,2.71,48.4,28.8,622.16
267,H29680,H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,5,8461,320,4,68.09,1.63,57.0,27.8,668.88
268,L47447,L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,6,9753,301,4,54.64,1.8,50.8,41.0,736.49
269,H29682,H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,5,7068,365,3,52.8,1.99,64.7,33.5,672.09
270,L47449,L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,5,9154,361,5,60.04,1.67,62.4,32.5,816.69
271,H29684,H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,4,6348,335,3,55.47,2.54,43.9,26.9,674.13
272,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,6,9071,270,3,67.64,2.74,70.1,25.0,341.25
273,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,6,9057,352,3,57.39,2.76,46.3,37.5,789.67
274,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,9,15241,310,7,65.59,2.6,41.5,44.6,1167.86
275,L47454,L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,9,13214,261,5,53.81,3.08,67.7,45.0,1037.17
276,L47455,L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,7,13384,288,4,63.39,2.91,47.9,33.8,888.86
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,5,11690,313,4,49.93,2.37,56.2,23.7,557.28
278,H29691,H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,5,8042,263,5,68.83,1.28,39.5,35.1,953.39
279,M15138,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,9,9794,279,6,50.19,2.71,50.6,46.6,1164.23
280,L47459,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,7,13477,281,4,48.15,2.97,53.6,40.6,946.34
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,8,12687,236,5,68.63,3.02,50.3,29.7,936.56
282,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,5,8436,257,3,53.1,2.99,48.8,33.0,568.53
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,9,13742,232,5,59.33,2.86,55.5,22.4,894.7
284,L47463,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,8,12938,285,5,57.8,2.78,66.9,46.7,858.38
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,6,13196,230,5,51.77,2.73,43.7,33.3,842.41
286,L47465,L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,7,12780,263,5,60.13,3.52,30.0,35.5,947.22
287,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,8,15755,210,7,56.75,3.89,69.9,48.3,1243.95
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,8,14661,216,5,60.07,2.77,47.1,31.3,827.79
289,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,7,12346,212,4,60.04,3.42,48.1,34.9,758.67
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,8,13649,233,7,60.98,3.97,48.5,29.1,1191.35
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,8,15167,244,5,57.88,3.53,39.1,24.0,713.35
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,9,16846,248,6,54.12,4.03,50.3,40.2,1174.71
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,11,19600,181,7,55.07,4.26,51.6,43.9,1262.55
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,5,10603,227,5,65.14,3.97,60.2,13.0,809.79
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,8,15083,203,6,67.75,3.65,48.4,41.8,1193.97
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,9,17031,238,7,53.48,4.63,30.0,37.7,1108.77
297,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,10,16914,211,6,57.23,3.92,39.0,46.0,1041.15
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,9,14678,214,7,61.36,3.97,68.4,39.9,979.27
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,7,12861,191,5,44.64,4.41,44.9,42.4,880.29
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,10,17533,260,8,56.15,4.12,61.5,49.3,1476.65
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,12,21423,166,9,63.82,4.24,46.4,45.6,1356.15
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,7,16408,190,4,50.7,4.21,64.8,41.4,663.5
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,11,17376,203,7,50.24,4.36,56.2,49.1,1303.23
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,10,17539,186,8,65.38,4.67,37.6,30.5,1320.57
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,10,18033,167,8,44.11,3.66,40.9,32.9,1321.51
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,9,18652,133,8,57.93,4.65,37.1,29.9,1342.07
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,10,17958,164,7,64.41,3.87,65.9,45.3,1430.35
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,13,21795,154,10,55.36,4.6,39.9,40.3,1730.85
309,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,12,19257,229,7,54.97,5.04,50.6,27.7,1350.73
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,13,23390,245,7,52.7,4.76,54.0,37.9,1414.89
311,H29724,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,13,22558,171,8,60.25,5.35,57.7,42.9,1291.92
312,M15171,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,12,20844,125,9,70.95,5.3,49.5,47.7,1599.18
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,14,23971,186,8,55.58,4.12,36.1,58.3,1372.54
314,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,12,23740,132,7,67.15,5.85,40.5,51.6,1329.47
315,M15174,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,13,21833,142,7,69.13,5.42,42.4,47.4,1476.13
316,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,11,19813,136,8,73.05,5.09,30.0,35.4,1365.01
317,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,12,24243,138,7,53.38,5.19,60.2,28.0,1434.1
318,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,11,21369,140,8,58.66,4.43,61.1,38.1,1233.99
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,14,25950,108,9,56.6,5.63,42.1,45.7,1674.35
320,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,10,20838,124,7,49.55,5.9,70.7,40.8,1275.93
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,13,23872,174,8,57.23,5.28,53.7,53.2,1217.01
322,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,12,22428,136,9,51.6,5.3,65.2,49.4,1617.93
323,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,14,26687,138,9,60.53,5.87,64.3,48.7,1347.97
324,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,14,27274,65,9,53.47,6.45,53.4,44.8,1663.51
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,15,28446,158,10,60.77,6.45,30.6,37.8,1850.98
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,14,23977,106,10,47.51,6.39,57.4,41.6,1723.61
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,11,24202,158,9,56.16,7.04,61.3,34.3,1542.95
328,L47507,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,13,24198,126,9,65.15,8.54,47.2,66.7,1832.66
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,11,21292,102,7,51.98,6.7,56.9,58.0,1231.34
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,13,24796,63,10,50.13,6.29,54.7,35.9,1609.08
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,15,28922,172,11,56.55,6.2,43.6,53.1,2130.26
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,15,28621,127,10,59.38,7.02,53.8,39.2,1825.27
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,2,2017,365,1,59.74,0.51,48.9,25.8,321.45
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,2,3791,365,4,48.92,1.29,59.5,20.1,401.36
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,3,4035,365,0,54.18,0.82,47.9,24.9,50.0
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,2,1901,365,2,46.8,1.37,46.5,32.4,236.64
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,2,1788,339,2,44.5,1.38,35.3,27.0,305.52
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,4,6000,365,2,51.27,1.41,81.5,35.0,350.87
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,5,6551,328,3,55.02,1.37,49.6,34.0,510.68
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,5,4702,329,2,47.43,1.69,41.4,24.1,255.74
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,1,3371,344,1,53.13,1.85,62.2,11.5,184.92
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,5,6270,301,4,43.66,0.85,57.2,27.6,656.54
343,L47522,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,4,8313,345,2,69.6,1.6,61.6,25.6,182.5
344,L47523,L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,5,5111,323,6,71.05,1.47,62.8,25.8,891.59
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,7,9434,271,3,56.23,1.82,68.2,28.4,629.16
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,2,2790,313,3,50.44,1.59,42.2,24.5,548.4
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,4,4867,314,3,69.05,2.49,56.8,38.6,468.65
348,L47527,L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,6,8135,346,4,61.91,1.89,36.1,15.2,819.57
349,L47528,L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,3,8011,327,3,48.67,2.47,51.3,16.1,568.35
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,7,10460,359,2,51.65,1.55,63.0,36.1,439.94
351,H29764,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,6,7947,329,4,60.01,1.93,44.3,17.1,789.61
352,M15211,M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,7,7817,291,3,52.58,1.89,81.8,22.5,756.4
353,M15212,M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,5,5713,302,3,65.82,2.47,55.2,46.9,671.38
354,H29767,H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,7,10025,290,4,52.1,1.76,33.3,38.5,797.02
355,L47534,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,8,11304,309,4,54.0,1.62,63.5,57.4,790.94
356,L47535,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,6,9609,294,2,64.32,2.21,81.6,18.3,344.83
357,M15216,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,7,7827,271,5,64.41,2.86,30.0,50.7,1000.06
358,L47537,L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,7,11232,286,4,52.68,2.25,63.6,23.5,614.96
359,M15218,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,5,10602,297,3,53.95,2.83,43.1,37.2,544.61
360,M15219,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,6,12829,250,5,54.08,2.45,54.4,14.6,949.62
361,M15220,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,6,7688,286,4,50.38,1.97,39.3,34.3,621.0
362,L47541,L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,7,10663,225,4,52.04,3.35,65.2,36.9,760.05
363,H29776,H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,8,11874,303,8,64.64,3.3,51.2,32.4,1122.92
364,L47543,L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,6,11199,280,5,56.34,3.08,68.9,20.9,804.33
365,L47544,L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,7,10440,311,7,72.14,3.17,42.6,31.8,1020.69
366,L47545,L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,10,18483,226,6,73.76,3.1,52.5,41.9,1041.84
367,M15226,M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,6,11315,291,4,65.15,2.73,30.0,22.8,777.68
368,M15227,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,6,11200,281,3,59.84,3.98,86.2,30.3,666.6
369,L47548,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,8,16309,244,5,67.34,3.35,78.0,35.5,863.15
370,H29783,H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,9,15186,236,5,57.49,3.63,81.2,41.6,988.05
371,M15230,M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,8,14835,209,8,64.55,3.33,73.4,23.3,1234.69
372,L47551,L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,10,15644,197,6,63.55,3.87,47.9,35.2,1085.24
373,M15232,M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,10,14804,213,6,75.31,4.27,54.5,41.4,1005.13
374,L47553,L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,10,16079,194,5,59.1,3.86,58.5,36.8,948.58
375,L47554,L,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,9,19165,277,6,62.15,4.01,59.5,29.2,883.64
376,L47555,L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,12,20525,182,7,54.81,4.31,41.9,51.5,1531.37
377,M15236,M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,9,16477,229,7,68.52,4.28,41.3,45.8,1320.95
378,M15237,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,6,11135,234,3,70.94,4.52,39.0,38.0,845.72
379,L47558,L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,12,21302,228,7,42.38,4.24,49.9,41.1,1433.98
380,L47559,L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,9,14388,228,4,49.71,4.29,51.2,36.4,871.68
381,L47560,L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,10,15364,241,6,54.43,6.29,49.6,50.0,902.23
382,L47561,L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,11,18167,197,7,52.8,4.66,58.0,48.4,1384.91
383,L47562,L,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,7,17227,210,5,58.29,4.06,38.4,44.1,1016.03
384,M15243,M,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,8,18432,197,5,57.71,4.59,44.7,36.7,807.45
385,L47564,L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,7,13843,241,6,56.52,5.55,45.9,38.9,1057.23
386,M15245,M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,9,15999,262,8,58.97,4.63,64.8,43.3,1336.63
387,L47566,L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,11,17084,160,8,66.46,3.93,57.4,53.5,1394.37
388,L47567,L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,11,19752,132,6,72.7,4.43,59.1,23.8,1216.39
389,L47568,L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,11,19968,208,7,71.09,4.94,43.8,43.0,1328.1
390,M15249,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,8,17399,221,5,67.77,4.34,55.5,43.6,821.91
391,L47570,L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,7,16516,244,6,62.04,4.26,45.7,43.4,1098.36
392,L47571,L,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,11,19744,205,8,63.36,4.11,46.1,38.4,1255.48
393,M15252,M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,10,19764,222,5,56.39,4.75,59.4,43.1,1050.08
394,M15253,M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,12,20414,226,9,64.74,5.73,47.2,49.9,1590.82
395,L47574,L,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,12,22406,217,9,59.49,4.73,53.7,54.0,1486.13
396,L47575,L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,11,19729,197,9,65.11,5.49,51.8,44.8,1646.09
397,L47576,L,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,12,22469,130,8,54.72,4.96,40.9,46.1,1252.0
398,M15257,M,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,12,22438,166,8,49.07,4.96,48.1,41.8,1468.17
399,H29812,H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,12,22108,171,7,64.73,5.48,48.3,53.0,1340.75
400,L47579,L,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,11,22222,153,8,69.34,4.58,50.4,51.9,1559.35
401,L47580,L,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,12,19964,153,9,47.77,6.23,33.4,52.3,1626.94
402,L47581,L,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,12,20813,198,8,52.61,5.72,46.2,49.9,1218.67
403,L47582,L,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,13,23295,126,9,54.89,6.03,65.9,48.0,1554.47
404,L47583,L,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,12,20425,171,8,65.38,5.42,60.2,39.3,1602.52
405,L47584,L,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,13,23270,154,8,61.27,5.85,50.2,40.1,1464.63
406,L47585,L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,12,22208,116,10,79.5,6.12,40.8,52.2,1569.09
407,L47586,L,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,12,24825,107,8,61.69,5.65,56.2,53.1,1434.97
408,M15267,M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,14,25564,86,10,57.97,5.31,66.6,50.0,1927.8
409,M15268,M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,10,22229,148,6,59.49,5.35,73.2,42.0,1035.2
410,L47589,L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,11,22473,128,8,57.39,5.69,48.7,43.7,1295.21
411,M15270,M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,11,21306,103,7,71.7,6.06,42.3,51.6,1257.23
